Number of Records,Year_Coal,Value_Coal,Countries
1,01/01/1993,0,United Arab Emirates
1,01/01/1993,0.658,Algeria
1,01/01/1993,0.964086,Egypt
1,01/01/1993,1.209,Morocco
1,01/01/1993,66.614739319,South Africa
1,01/01/1993,4.556919126,Eastern Africa
1,01/01/1993,39.457342123,Australia
1,01/01/1993,0.031488,Bangladesh
1,01/01/1993,616.5397,China
1,01/01/1993,7.275,China Hong Kong SAR
1,01/01/1993,128.084722922,India
1,01/01/1993,4.92774287,Indonesia
1,01/01/1993,77.6273,Japan
1,01/01/1993,1.371,Malaysia
1,01/01/1993,1.238718361,New Zealand
1,01/01/1993,2.208,Pakistan
1,01/01/1993,1.2159596,Philippines
1,01/01/1993,0.02049,Singapore
1,01/01/1993,25.8399,South Korea
1,01/01/1993,0.0003843,Sri Lanka
1,01/01/1993,14.927814,Taiwan
1,01/01/1993,5.444466054,Thailand
1,01/01/1993,2.084,Vietnam
1,01/01/1994,25.190813987,Canada
1,01/01/1994,4.498566925,Mexico
1,01/01/1994,476.62452679,US
1,01/01/1994,0.607489853,Argentina
1,01/01/1994,11.292489197,Brazil
1,01/01/1994,2.2017,Chile
1,01/01/1994,4.0334086,Colombia
1,01/01/1994,0,Ecuador
1,01/01/1994,0.355760963,Peru
1,01/01/1994,0,Trinidad & Tobago
1,01/01/1994,0.055481,Venezuela
1,01/01/1994,3.048533486,Austria
1,01/01/1994,9.26618,Belgium
1,01/01/1994,7.651856,Bulgaria
1,01/01/1994,0.21257,Croatia
1,01/01/1994,0.096,Cyprus
1,01/01/1994,23.427918,Czech Republic
1,01/01/1994,7.7619,Denmark
1,01/01/1994,3.233269,Estonia
1,01/01/1994,6.668649088,Finland
1,01/01/1994,14.32,France
1,01/01/1994,95.567634852,Germany
1,01/01/1994,8.103963,Greece
1,01/01/1994,4.41849,Hungary
1,01/01/1994,0.053885469,Iceland
1,01/01/1994,2.940981246,Ireland
1,01/01/1994,11.264191,Italy
1,01/01/1994,0.3756,Latvia
1,01/01/1994,0.3072,Lithuania
1,01/01/1994,0.8785,Luxembourg
1,01/01/1994,8.622336868,Netherlands
1,01/01/1994,1.386133,North Macedonia
1,01/01/1994,0.8846416,Norway
1,01/01/1994,69.1476,Poland
1,01/01/1994,3.427,Portugal
1,01/01/1994,10.222979,Romania
1,01/01/1994,5.459551,Slovakia
1,01/01/1994,1.3287,Slovenia
1,01/01/1994,18.922,Spain
1,01/01/1994,2.782843,Sweden
1,01/01/1994,0.177462501,Switzerland
1,01/01/1994,15.843,Turkey
1,01/01/1994,46.60703,Ukraine
1,01/01/1994,49.734,United Kingdom
1,01/01/1994,0.004,Azerbaijan
1,01/01/1994,1.011501,Belarus
1,01/01/1994,33.8239398,Kazakhstan
1,01/01/1994,123.9230573,Russian Federation
1,01/01/1994,0.005,Turkmenistan
1,01/01/1994,,USSR
1,01/01/1994,1.407644265,Uzbekistan
1,01/01/1994,1.102136,Iran
1,01/01/1994,0,Iraq
1,01/01/1994,3.782654,Israel
1,01/01/1994,0,Kuwait
1,01/01/1994,1.197751504e-05,Oman
1,01/01/1994,0,Qatar
1,01/01/1994,0,Saudi Arabia
1,01/01/1994,0,United Arab Emirates
1,01/01/1994,0.62,Algeria
1,01/01/1994,1.037589,Egypt
1,01/01/1994,1.348,Morocco
1,01/01/1994,68.755805919,South Africa
1,01/01/1994,4.078176274,Eastern Africa
1,01/01/1994,40.263447024,Australia
1,01/01/1994,0.029489,Bangladesh
1,01/01/1994,657.065115,China
1,01/01/1994,5.197,China Hong Kong SAR
1,01/01/1994,132.182896086,India
1,01/01/1994,4.929470524,Indonesia
1,01/01/1994,81.28338,Japan
1,01/01/1994,1.523,Malaysia
1,01/01/1994,1.170911825,New Zealand
1,01/01/1994,2.192,Pakistan
1,01/01/1994,1.1716326,Philippines
1,01/01/1994,0.024532,Singapore
1,01/01/1994,26.5325,South Korea
1,01/01/1994,0.0003465,Sri Lanka
1,01/01/1994,15.556313,Taiwan
1,01/01/1994,6.295496216,Thailand
1,01/01/1994,2.301,Vietnam
1,01/01/1995,26.331350912,Canada
1,01/01/1995,5.009338875,Mexico
1,01/01/1995,480.916034761,US
1,01/01/1995,0.637502357,Argentina
1,01/01/1995,11.842633051,Brazil
1,01/01/1995,2.3736,Chile
1,01/01/1995,3.60936446,Colombia
1,01/01/1995,0,Ecuador
1,01/01/1995,0.373746059,Peru
1,01/01/1995,0,Trinidad & Tobago
1,01/01/1995,0.00511,Venezuela
1,01/01/1995,3.468498854,Austria
1,01/01/1995,8.850335,Belgium
1,01/01/1995,7.652807,Bulgaria
1,01/01/1995,0.174761,Croatia
1,01/01/1995,0.107,Cyprus
1,01/01/1995,23.450027,Czech Republic
1,01/01/1995,6.4884,Denmark
1,01/01/1995,3.150787,Estonia
1,01/01/1995,5.898968186,Finland
1,01/01/1995,14.66,France
1,01/01/1995,90.62247387,Germany
1,01/01/1995,8.076696,Greece
1,01/01/1995,4.346238,Hungary
1,01/01/1995,0.063385039,Iceland
1,01/01/1995,2.961118965,Ireland
1,01/01/1995,12.115835,Italy
1,01/01/1995,0.2672,Latvia
1,01/01/1995,0.2454,Lithuania
1,01/01/1995,0.4941,Luxembourg
1,01/01/1995,8.908951944,Netherlands
1,01/01/1995,1.429688,North Macedonia
1,01/01/1995,0.9658568,Norway
1,01/01/1995,70.3236,Poland
1,01/01/1995,4.202,Portugal
1,01/01/1995,10.565279,Romania
1,01/01/1995,5.443786,Slovakia
1,01/01/1995,1.3783,Slovenia
1,01/01/1995,18.967,Spain
1,01/01/1995,2.782819,Sweden
1,01/01/1995,0.19036018,Switzerland
1,01/01/1995,16.538,Turkey
1,01/01/1995,42.444,Ukraine
1,01/01/1995,47.456,United Kingdom
1,01/01/1995,0.003,Azerbaijan
1,01/01/1995,0.951841,Belarus
1,01/01/1995,27.3164584,Kazakhstan
1,01/01/1995,119.3762396,Russian Federation
1,01/01/1995,0.005,Turkmenistan
1,01/01/1995,,USSR
1,01/01/1995,0.851363439,Uzbekistan
1,01/01/1995,1.032244,Iran
1,01/01/1995,0,Iraq
1,01/01/1995,4.128892,Israel
1,01/01/1995,0,Kuwait
1,01/01/1995,6.508541126e-06,Oman
1,01/01/1995,0,Qatar
1,01/01/1995,0,Saudi Arabia
1,01/01/1995,0,United Arab Emirates
1,01/01/1995,0.62,Algeria
1,01/01/1995,0.694259,Egypt
1,01/01/1995,1.633,Morocco
1,01/01/1995,71.342505597,South Africa
1,01/01/1995,3.968514105,Eastern Africa
1,01/01/1995,41.630839782,Australia
1,01/01/1995,0.320877,Bangladesh
1,01/01/1995,665.2494009,China
1,01/01/1995,5.602,China Hong Kong SAR
1,01/01/1995,140.293499818,India
1,01/01/1995,5.424908407,Indonesia
1,01/01/1995,84.25241,Japan
1,01/01/1995,1.669,Malaysia
1,01/01/1995,1.17415334,New Zealand
1,01/01/1995,2.21,Pakistan
1,01/01/1995,1.4133314,Philippines
1,01/01/1995,0.01145,Singapore
1,01/01/1995,27.4954,South Korea
1,01/01/1995,0.0010017,Sri Lanka
1,01/01/1995,16.056639,Taiwan
1,01/01/1995,7.181709287,Thailand
1,01/01/1995,3.09624,Vietnam
1,01/01/1996,26.881413012,Canada
1,01/01/1996,5.743742238,Mexico
1,01/01/1996,502.777363806,US
1,01/01/1996,0.66782598,Argentina
1,01/01/1996,12.220046026,Brazil
1,01/01/1996,3.289146,Chile
1,01/01/1996,2.798023475,Colombia
1,01/01/1996,0,Ecuador
1,01/01/1996,0.391731155,Peru
1,01/01/1996,0,Trinidad & Tobago
1,01/01/1996,0.01606,Venezuela
1,01/01/1996,3.483249489,Austria
1,01/01/1996,8.470136,Belgium
1,01/01/1996,7.620229,Bulgaria
1,01/01/1996,0.143094,Croatia
1,01/01/1996,0.1,Cyprus
1,01/01/1996,23.397993,Czech Republic
1,01/01/1996,8.9186,Denmark
1,01/01/1996,3.275639,Estonia
1,01/01/1996,7.028972007,Finland
1,01/01/1996,15.62,France
1,01/01/1996,90.232319098,Germany
1,01/01/1996,7.857048,Greece
1,01/01/1996,4.292062,Hungary
1,01/01/1996,0.062786586,Iceland
1,01/01/1996,2.977245,Ireland
1,01/01/1996,11.148539,Italy
1,01/01/1996,0.2505,Latvia
1,01/01/1996,0.2255,Lithuania
1,01/01/1996,0.4656,Luxembourg
1,01/01/1996,8.598452279,Netherlands
1,01/01/1996,1.383286,North Macedonia
1,01/01/1996,0.9604872,Norway
1,01/01/1996,71.9823,Poland
1,01/01/1996,3.92,Portugal
1,01/01/1996,10.557831,Romania
1,01/01/1996,5.355467,Slovakia
1,01/01/1996,1.272,Slovenia
1,01/01/1996,16.027,Spain
1,01/01/1996,3.081889,Sweden
1,01/01/1996,0.142352154,Switzerland
1,01/01/1996,18.603,Turkey
1,01/01/1996,33.45,Ukraine
1,01/01/1996,44.366,United Kingdom
1,01/01/1996,0.003,Azerbaijan
1,01/01/1996,1.155165,Belarus
1,01/01/1996,24.3974976,Kazakhstan
1,01/01/1996,117.16569238,Russian Federation
1,01/01/1996,0.046,Turkmenistan
1,01/01/1996,,USSR
1,01/01/1996,0.790562344,Uzbekistan
1,01/01/1996,1.079822,Iran
1,01/01/1996,0,Iraq
1,01/01/1996,5.005452,Israel
1,01/01/1996,0,Kuwait
1,01/01/1996,4.159501288e-06,Oman
1,01/01/1996,0,Qatar
1,01/01/1996,0,Saudi Arabia
1,01/01/1996,0,United Arab Emirates
1,01/01/1996,0.292,Algeria
1,01/01/1996,0.9542,Egypt
1,01/01/1996,2.09,Morocco
1,01/01/1996,72.44258999,South Africa
1,01/01/1996,3.676667749,Eastern Africa
1,01/01/1996,43.332616796,Australia
1,01/01/1996,0.175933,Bangladesh
1,01/01/1996,696.078203765,China
1,01/01/1996,4.163,China Hong Kong SAR
1,01/01/1996,144.323519139,India
1,01/01/1996,6.46653924,Indonesia
1,01/01/1996,86.46453,Japan
1,01/01/1996,1.677,Malaysia
1,01/01/1996,1.157158716,New Zealand
1,01/01/1996,2.24,Pakistan
1,01/01/1996,1.9681188,Philippines
1,01/01/1996,0.000284,Singapore
1,01/01/1996,32.1,South Korea
1,01/01/1996,0.0002079,Sri Lanka
1,01/01/1996,18.156671,Taiwan
1,01/01/1996,8.737988995,Thailand
1,01/01/1996,3.45856,Vietnam
1,01/01/1997,28.103754657,Canada
1,01/01/1997,5.749283462,Mexico
1,01/01/1997,513.394503392,US
1,01/01/1997,0.526888565,Argentina
1,01/01/1997,12.293315706,Brazil
1,01/01/1997,4.28183,Chile
1,01/01/1997,3.313895,Colombia
1,01/01/1997,0,Ecuador
1,01/01/1997,0.40773383,Peru
1,01/01/1997,0,Trinidad & Tobago
1,01/01/1997,0.03431,Venezuela
1,01/01/1997,3.694628576,Austria
1,01/01/1997,7.90733,Belgium
1,01/01/1997,8.68918,Bulgaria
1,01/01/1997,0.24326,Croatia
1,01/01/1997,0.076,Cyprus
1,01/01/1997,21.984563,Czech Republic
1,01/01/1997,6.6301,Denmark
1,01/01/1997,3.244582,Estonia
1,01/01/1997,6.657614407,Finland
1,01/01/1997,13.68,France
1,01/01/1997,87.430632846,Germany
1,01/01/1997,8.461822,Greece
1,01/01/1997,4.09989,Hungary
1,01/01/1997,0.065121926,Iceland
1,01/01/1997,2.8365143,Ireland
1,01/01/1997,11.311355,Italy
1,01/01/1997,0.2238,Latvia
1,01/01/1997,0.1823,Lithuania
1,01/01/1997,0.2954,Luxembourg
1,01/01/1997,8.359606382,Netherlands
1,01/01/1997,1.293795,North Macedonia
1,01/01/1997,0.953104,Norway
1,01/01/1997,70.2455,Poland
1,01/01/1997,3.566,Portugal
1,01/01/1997,9.594134,Romania
1,01/01/1997,5.029349,Slovakia
1,01/01/1997,1.4103,Slovenia
1,01/01/1997,18.355,Spain
1,01/01/1997,2.63336,Sweden
1,01/01/1997,0.109630267,Switzerland
1,01/01/1997,20.782,Turkey
1,01/01/1997,38.221,Ukraine
1,01/01/1997,39.568,United Kingdom
1,01/01/1997,0.003,Azerbaijan
1,01/01/1997,1.217294,Belarus
1,01/01/1997,20.9446048,Kazakhstan
1,01/01/1997,108.0351006,Russian Federation
1,01/01/1997,0,Turkmenistan
1,01/01/1997,,USSR
1,01/01/1997,0.822273517,Uzbekistan
1,01/01/1997,1.106793,Iran
1,01/01/1997,0,Iraq
1,01/01/1997,5.443009,Israel
1,01/01/1997,0,Kuwait
1,01/01/1997,3.344855258e-05,Oman
1,01/01/1997,0,Qatar
1,01/01/1997,0,Saudi Arabia
1,01/01/1997,0,United Arab Emirates
1,01/01/1997,0.512,Algeria
1,01/01/1997,0.807599,Egypt
1,01/01/1997,1.991,Morocco
1,01/01/1997,74.040135388,South Africa
1,01/01/1997,4.082423527,Eastern Africa
1,01/01/1997,45.525222127,Australia
1,01/01/1997,0.322877,Bangladesh
1,01/01/1997,682.02170862,China
1,01/01/1997,3.513,China Hong Kong SAR
1,01/01/1997,150.982243076,India
1,01/01/1997,7.97504484,Indonesia
1,01/01/1997,88.81737,Japan
1,01/01/1997,1.622,Malaysia
1,01/01/1997,1.24921322,New Zealand
1,01/01/1997,2.094,Pakistan
1,01/01/1997,2.4417178,Philippines
1,01/01/1997,0,Singapore
1,01/01/1997,34.9274,South Korea
1,01/01/1997,0,Sri Lanka
1,01/01/1997,20.788085,Taiwan
1,01/01/1997,9.011509387,Thailand
1,01/01/1997,4.44304,Vietnam
1,01/01/1998,30.054576287,Canada
1,01/01/1998,5.876851056,Mexico
1,01/01/1998,518.429790712,US
1,01/01/1998,0.708289713,Argentina
1,01/01/1998,12.041291556,Brazil
1,01/01/1998,4.0287,Chile
1,01/01/1998,3.15159,Colombia
1,01/01/1998,0,Ecuador
1,01/01/1998,0.447000096,Peru
1,01/01/1998,0,Trinidad & Tobago
1,01/01/1998,0.03577,Venezuela
1,01/01/1998,3.252794497,Austria
1,01/01/1998,7.86559,Belgium
1,01/01/1998,8.275892,Bulgaria
1,01/01/1998,0.232576,Croatia
1,01/01/1998,0.014,Cyprus
1,01/01/1998,20.378524,Czech Republic
1,01/01/1998,5.6347,Denmark
1,01/01/1998,2.941705,Estonia
1,01/01/1998,5.463361039,Finland
1,01/01/1998,16.27,France
1,01/01/1998,85.340698443,Germany
1,01/01/1998,8.852145,Greece
1,01/01/1998,3.978654,Hungary
1,01/01/1998,0.058461221,Iceland
1,01/01/1998,2.8553674,Ireland
1,01/01/1998,11.742233,Italy
1,01/01/1998,0.1651,Latvia
1,01/01/1998,0.159,Lithuania
1,01/01/1998,0.0983,Luxembourg
1,01/01/1998,8.52679851,Netherlands
1,01/01/1998,1.672851,North Macedonia
1,01/01/1998,1.0343192,Norway
1,01/01/1998,63.2954,Poland
1,01/01/1998,3.565,Portugal
1,01/01/1998,8.085488,Romania
1,01/01/1998,4.579994,Slovakia
1,01/01/1998,1.4282,Slovenia
1,01/01/1998,17.491,Spain
1,01/01/1998,2.65119,Sweden
1,01/01/1998,0.091000287,Switzerland
1,01/01/1998,21.562,Turkey
1,01/01/1998,37.052,Ukraine
1,01/01/1998,38.5805,United Kingdom
1,01/01/1998,0,Azerbaijan
1,01/01/1998,1.080293353,Belarus
1,01/01/1998,20.6237766,Kazakhstan
1,01/01/1998,101.1565524,Russian Federation
1,01/01/1998,0,Turkmenistan
1,01/01/1998,,USSR
1,01/01/1998,0.825693221,Uzbekistan
1,01/01/1998,1.288836,Iran
1,01/01/1998,0,Iraq
1,01/01/1998,5.842958,Israel
1,01/01/1998,0,Kuwait
1,01/01/1998,4.80265262e-05,Oman
1,01/01/1998,0,Qatar
1,01/01/1998,0,Saudi Arabia
1,01/01/1998,0,United Arab Emirates
1,01/01/1998,0.548,Algeria
1,01/01/1998,0.794507,Egypt
1,01/01/1998,2.375,Morocco
1,01/01/1998,71.816687392,South Africa
1,01/01/1998,3.866690636,Eastern Africa
1,01/01/1998,47.556606478,Australia
1,01/01/1998,0.092964,Bangladesh
1,01/01/1998,676.845804635,China
1,01/01/1998,4.367,China Hong Kong SAR
1,01/01/1998,156.005184608,India
1,01/01/1998,8.55841224,Indonesia
1,01/01/1998,84.67063,Japan
1,01/01/1998,1.731,Malaysia
1,01/01/1998,1.139047744,New Zealand
1,01/01/1998,2.096,Pakistan
1,01/01/1998,2.4655144,Philippines
1,01/01/1998,0,Singapore
1,01/01/1998,36.0506,South Korea
1,01/01/1998,0.0001953,Sri Lanka
1,01/01/1998,22.566423,Taiwan
1,01/01/1998,7.229985699,Thailand
1,01/01/1998,4.7656,Vietnam
1,01/01/1999,28.901189453,Canada
1,01/01/1999,5.980008598,Mexico
1,01/01/1999,517.634996082,US
1,01/01/1999,0.849997381,Argentina
1,01/01/1999,12.193275738,Brazil
1,01/01/1999,4.1574,Chile
1,01/01/1999,2.516943191,Colombia
1,01/01/1999,0,Ecuador
1,01/01/1999,0.40539314,Peru
1,01/01/1999,0,Trinidad & Tobago
1,01/01/1999,0.0365,Venezuela
1,01/01/1999,3.230431325,Austria
1,01/01/1999,6.891805,Belgium
1,01/01/1999,6.814554,Bulgaria
1,01/01/1999,0.206276,Croatia
1,01/01/1999,0.024,Cyprus
1,01/01/1999,18.567859,Czech Republic
1,01/01/1999,4.7337,Denmark
1,01/01/1999,2.677621,Estonia
1,01/01/1999,5.293684914,Finland
1,01/01/1999,14.57,France
1,01/01/1999,82.165233324,Germany
1,01/01/1999,8.514955,Greece
1,01/01/1999,4.141932,Hungary
1,01/01/1999,0.068374205,Iceland
1,01/01/1999,2.456508,Ireland
1,01/01/1999,11.726512,Italy
1,01/01/1999,0.1276,Latvia
1,01/01/1999,0.1357,Lithuania
1,01/01/1999,0.0994,Luxembourg
1,01/01/1999,7.475876564,Netherlands
1,01/01/1999,1.45889,North Macedonia
1,01/01/1999,0.9692128,Norway
1,01/01/1999,60.7251,Poland
1,01/01/1999,3.702132651,Portugal
1,01/01/1999,7.028832,Romania
1,01/01/1999,4.55499,Slovakia
1,01/01/1999,1.3065,Slovenia
1,01/01/1999,19.603,Spain
1,01/01/1999,2.534239,Sweden
1,01/01/1999,0.094582975,Switzerland
1,01/01/1999,20.034,Turkey
1,01/01/1999,38.647,Ukraine
1,01/01/1999,34.3007,United Kingdom
1,01/01/1999,0,Azerbaijan
1,01/01/1999,1.002274783,Belarus
1,01/01/1999,19.0957606,Kazakhstan
1,01/01/1999,101.9770101,Russian Federation
1,01/01/1999,0,Turkmenistan
1,01/01/1999,,USSR
1,01/01/1999,0.824432742,Uzbekistan
1,01/01/1999,1.226559,Iran
1,01/01/1999,0,Iraq
1,01/01/1999,5.738703,Israel
1,01/01/1999,0,Kuwait
1,01/01/1999,5.73826311e-06,Oman
1,01/01/1999,0,Qatar
1,01/01/1999,0,Saudi Arabia
1,01/01/1999,0,United Arab Emirates
1,01/01/1999,0.587,Algeria
1,01/01/1999,0.722207,Egypt
1,01/01/1999,2.271,Morocco
1,01/01/1999,75.038638787,South Africa
1,01/01/1999,3.290446235,Eastern Africa
1,01/01/1999,50.504673884,Australia
1,01/01/1999,0.045982,Bangladesh
1,01/01/1999,696.391464762,China
1,01/01/1999,3.732898634,China Hong Kong SAR
1,01/01/1999,154.541263263,India
1,01/01/1999,11.77943816,Indonesia
1,01/01/1999,89.078,Japan
1,01/01/1999,1.94,Malaysia
1,01/01/1999,1.166924671,New Zealand
1,01/01/1999,2.097,Pakistan
1,01/01/1999,2.8915202,Philippines
1,01/01/1999,0,Singapore
1,01/01/1999,38.1571,South Korea
1,01/01/1999,0,Sri Lanka
1,01/01/1999,27.495609,Taiwan
1,01/01/1999,7.686712349,Thailand
1,01/01/1999,3.5672,Vietnam
1,01/01/2000,30.587751982,Canada
1,01/01/2000,6.550898061,Mexico
1,01/01/2000,540.54480767,US
1,01/01/2000,0.645971393,Argentina
1,01/01/2000,12.999268212,Brazil
1,01/01/2000,3.2127,Chile
1,01/01/2000,2.703165538,Colombia
1,01/01/2000,0,Ecuador
1,01/01/2000,0.629741091,Peru
1,01/01/2000,0,Trinidad & Tobago
1,01/01/2000,0.132132,Venezuela
1,01/01/2000,3.652536995,Austria
1,01/01/2000,7.625421,Belgium
1,01/01/2000,6.293523,Bulgaria
1,01/01/2000,0.431699,Croatia
1,01/01/2000,0.036,Cyprus
1,01/01/2000,21.21384,Czech Republic
1,01/01/2000,3.971,Denmark
1,01/01/2000,2.828721,Estonia
1,01/01/2000,5.015238368,Finland
1,01/01/2000,14.166921,France
1,01/01/2000,85.30488652,Germany
1,01/01/2000,9.023887,Greece
1,01/01/2000,3.868707,Hungary
1,01/01/2000,0.094554772,Iceland
1,01/01/2000,2.615585,Ireland
1,01/01/2000,12.517639,Italy
1,01/01/2000,0.1316,Latvia
1,01/01/2000,0.0923,Lithuania
1,01/01/2000,0.1097,Luxembourg
1,01/01/2000,7.76249164,Netherlands
1,01/01/2000,1.336629,North Macedonia
1,01/01/2000,0.9927048,Norway
1,01/01/2000,56.2437,Poland
1,01/01/2000,3.712241,Portugal
1,01/01/2000,7.354805,Romania
1,01/01/2000,4.278071,Slovakia
1,01/01/2000,1.357504,Slovenia
1,01/01/2000,20.936,Spain
1,01/01/2000,2.565601,Sweden
1,01/01/2000,0.137814082,Switzerland
1,01/01/2000,22.461,Turkey
1,01/01/2000,39.174702,Ukraine
1,01/01/2000,36.7281,United Kingdom
1,01/01/2000,0,Azerbaijan
1,01/01/2000,0.994989298,Belarus
1,01/01/2000,17.8386978,Kazakhstan
1,01/01/2000,105.7658416,Russian Federation
1,01/01/2000,0,Turkmenistan
1,01/01/2000,,USSR
1,01/01/2000,0.717783666,Uzbekistan
1,01/01/2000,1.303496,Iran
1,01/01/2000,0,Iraq
1,01/01/2000,6.254907,Israel
1,01/01/2000,2.49246e-05,Kuwait
1,01/01/2000,5.471377183e-05,Oman
1,01/01/2000,0,Qatar
1,01/01/2000,0,Saudi Arabia
1,01/01/2000,0,United Arab Emirates
1,01/01/2000,0.485,Algeria
1,01/01/2000,0.86941,Egypt
1,01/01/2000,2.685,Morocco
1,01/01/2000,74.631588056,South Africa
1,01/01/2000,3.04814953,Eastern Africa
1,01/01/2000,50.86703289,Australia
1,01/01/2000,0.329874,Bangladesh
1,01/01/2000,706.053843884,China
1,01/01/2000,4.33789529,China Hong Kong SAR
1,01/01/2000,164.384474575,India
1,01/01/2000,13.164566184,Indonesia
1,01/01/2000,95.4947,Japan
1,01/01/2000,2.486,Malaysia
1,01/01/2000,1.105754997,New Zealand
1,01/01/2000,2.028,Pakistan
1,01/01/2000,4.0122934,Philippines
1,01/01/2000,0,Singapore
1,01/01/2000,42.9246,South Korea
1,01/01/2000,0.0003402,Sri Lanka
1,01/01/2000,27.495609,Taiwan
1,01/01/2000,7.884428023,Thailand
1,01/01/2000,4.688646368,Vietnam
1,01/01/2001,31.796431642,Canada
1,01/01/2001,7.194633109,Mexico
1,01/01/2001,524.618751166,US
1,01/01/2001,0.529394005,Argentina
1,01/01/2001,12.793465566,Brazil
1,01/01/2001,2.5206,Chile
1,01/01/2001,2.661945,Colombia
1,01/01/2001,0,Ecuador
1,01/01/2001,0.571391039,Peru
1,01/01/2001,0,Trinidad & Tobago
1,01/01/2001,0.048911,Venezuela
1,01/01/2001,3.773098324,Austria
1,01/01/2001,7.263494,Belgium
1,01/01/2001,7.173548,Bulgaria
1,01/01/2001,0.480565,Croatia
1,01/01/2001,0.053,Cyprus
1,01/01/2001,20.819466,Czech Republic
1,01/01/2001,4.1974,Denmark
1,01/01/2001,2.789797,Estonia
1,01/01/2001,6.060977357,Finland
1,01/01/2001,12.39792,France
1,01/01/2001,85.549100411,Germany
1,01/01/2001,9.327262,Greece
1,01/01/2001,3.675801,Hungary
1,01/01/2001,0.102576784,Iceland
1,01/01/2001,2.739572,Ireland
1,01/01/2001,13.301506,Italy
1,01/01/2001,0.1228,Latvia
1,01/01/2001,0.0838,Lithuania
1,01/01/2001,0.1184,Luxembourg
1,01/01/2001,8.264068023,Netherlands
1,01/01/2001,1.477901,North Macedonia
1,01/01/2001,0.8846416,Norway
1,01/01/2001,55.5811,Poland
1,01/01/2001,3.174463,Portugal
1,01/01/2001,7.606077,Romania
1,01/01/2001,4.422835,Slovakia
1,01/01/2001,1.439241,Slovenia
1,01/01/2001,19.168,Spain
1,01/01/2001,2.780218,Sweden
1,01/01/2001,0.144024076,Switzerland
1,01/01/2001,18.453,Turkey
1,01/01/2001,39.828658,Ukraine
1,01/01/2001,38.9119,United Kingdom
1,01/01/2001,0.003,Azerbaijan
1,01/01/2001,0.714404459,Belarus
1,01/01/2001,22.2999,Kazakhstan
1,01/01/2001,103.1735189,Russian Federation
1,01/01/2001,0,Turkmenistan
1,01/01/2001,,USSR
1,01/01/2001,0.760819086,Uzbekistan
1,01/01/2001,1.277902,Iran
1,01/01/2001,0,Iraq
1,01/01/2001,7.220016,Israel
1,01/01/2001,6.50262e-05,Kuwait
1,01/01/2001,0.000139012,Oman
1,01/01/2001,0,Qatar
1,01/01/2001,0.0078904,Saudi Arabia
1,01/01/2001,0.018487,United Arab Emirates
1,01/01/2001,0.56,Algeria
1,01/01/2001,0.764804,Egypt
1,01/01/2001,3.413,Morocco
1,01/01/2001,74.898438599,South Africa
1,01/01/2001,3.226732521,Eastern Africa
1,01/01/2001,50.353558744,Australia
1,01/01/2001,0.349866,Bangladesh
1,01/01/2001,742.541251182,China
1,01/01/2001,6.851963313,China Hong Kong SAR
1,01/01/2001,165.75453443,India
1,01/01/2001,16.713290674,Indonesia
1,01/01/2001,97.7777,Japan
1,01/01/2001,2.971,Malaysia
1,01/01/2001,1.369439109,New Zealand
1,01/01/2001,2.105,Pakistan
1,01/01/2001,4.0972146,Philippines
1,01/01/2001,0,Singapore
1,01/01/2001,45.7242,South Korea
1,01/01/2001,8.82e-05,Sri Lanka
1,01/01/2001,28.894149,Taiwan
1,01/01/2001,8.777097515,Thailand
1,01/01/2001,5.1239356,Vietnam
1,01/01/2002,31.992333047,Canada
1,01/01/2002,12.0469304,Mexico
1,01/01/2002,524.372676045,US
1,01/01/2002,0.394350515,Argentina
1,01/01/2002,12.3826648,Brazil
1,01/01/2002,2.5406,Chile
1,01/01/2002,2.1892871,Colombia
1,01/01/2002,0,Ecuador
1,01/01/2002,0.782459157,Peru
1,01/01/2002,0,Trinidad & Tobago
1,01/01/2002,0.01825,Venezuela
1,01/01/2002,3.833165233,Austria
1,01/01/2002,6.226691,Belgium
1,01/01/2002,6.606176,Bulgaria
1,01/01/2002,0.584156,Croatia
1,01/01/2002,0.044,Cyprus
1,01/01/2002,20.432561,Czech Republic
1,01/01/2002,4.2024,Denmark
1,01/01/2002,2.72038,Estonia
1,01/01/2002,6.585650139,Finland
1,01/01/2002,12.778151,France
1,01/01/2002,85.739365052,Germany
1,01/01/2002,8.973829,Greece
1,01/01/2002,3.546593,Hungary
1,01/01/2002,0.102178275,Iceland
1,01/01/2002,2.633708,Ireland
1,01/01/2002,13.72986,Italy
1,01/01/2002,0.099,Latvia
1,01/01/2002,0.1351,Lithuania
1,01/01/2002,0.0737,Luxembourg
1,01/01/2002,8.311837203,Netherlands
1,01/01/2002,1.284831,North Macedonia
1,01/01/2002,0.7671816,Norway
1,01/01/2002,54.5289,Poland
1,01/01/2002,3.499902,Portugal
1,01/01/2002,8.191778,Romania
1,01/01/2002,4.284076,Slovakia
1,01/01/2002,1.567795,Slovenia
1,01/01/2002,21.598,Spain
1,01/01/2002,2.985589,Sweden
1,01/01/2002,0.132798319,Switzerland
1,01/01/2002,19.273,Turkey
1,01/01/2002,39.09976,Ukraine
1,01/01/2002,35.7101,United Kingdom
1,01/01/2002,0.002,Azerbaijan
1,01/01/2002,0.673899243,Belarus
1,01/01/2002,22.5925,Kazakhstan
1,01/01/2002,103.6061446,Russian Federation
1,01/01/2002,0,Turkmenistan
1,01/01/2002,,USSR
