,countries,1965,1966,1967,1968,1969,1970,1971,1972,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
48,United Kingdom,3.425,4.575,5.267,5.9270000000000005,6.591,5.8870000000000005,6.234,6.649,7.608,6.8660000000000005,8.182,9.057,8.424,8.669,8.379,8.593,9.952,11.299000000000001,12.217,13.827,13.37,12.501,14.360999999999999,16.234,14.88,15.965,17.382,20.222,19.98,20.134,21.425,22.212,22.511189113,21.526212482,19.247582414,20.385726671,19.877897286,20.067490136,18.101802426,18.468141115,17.072601922,14.261742023,11.876229428,15.635084606,14.060658291,15.608555261,15.930911231,15.976575345,14.42457216,15.917296920999998,16.229823184,15.915379070999998,14.722326315999998
51,Azerbaijan,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Belarus,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Kazakhstan,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.023,0.0,0.122,0.105,0.10099999999999999,0.086,0.018000000000000002,0.02,0.068,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Russian Federation,,,,,,,,,,,,,,,,,,,,22.473000000000003,23.809,28.217,30.505,30.85,26.774,27.14934154,27.068380323000003,26.968819297,22.134226366,22.521609268000002,24.669864688,24.550391456,23.469022944000002,27.577046658,29.577544463000002,30.984975335999998,32.047110466999996,34.018645065,32.743585102,33.815902611,35.39756528,36.21702041,36.901819251,37.014639996,38.560596460999996,39.132303028,40.171493868,39.034280672,40.900891524,44.230033715,44.488931529,45.966776033,46.273469248999994
55,Turkmenistan,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,USSR,0.42100000000000004,0.467,0.51,0.7090000000000001,0.8220000000000001,0.993,1.219,2.225,4.856,6.475,8.633,11.547,11.870999999999999,13.49,16.727,19.706,22.685,25.206,32.538000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Uzbekistan,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025141673,0.334384255,0.978011093,0.9367787479999999,0.802597638,1.4883870609999998,1.600571722,1.58395559
61,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
