Number of Records,Year_Hydro,Value_Hydro,Countries
1,01/01/2010,24.606077182,India
1,01/01/2010,3.949857447,Indonesia
1,01/01/2010,19.666408777,Japan
1,01/01/2010,1.437751731,Malaysia
1,01/01/2010,5.59755648,New Zealand
1,01/01/2010,6.669457392,Pakistan
1,01/01/2010,1.765715934,Philippines
1,01/01/2010,0,Singapore
1,01/01/2010,0.833137813,South Korea
1,01/01/2010,1.277222984,Sri Lanka
1,01/01/2010,0.949020525,Taiwan
1,01/01/2010,1.209836856,Thailand
1,01/01/2010,6.233877902,Vietnam
1,01/01/2011,85.016908232,Canada
1,01/01/2011,8.207091272,Mexico
1,01/01/2011,71.524492332,US
1,01/01/2011,8.969769652,Argentina
1,01/01/2011,96.921057128,Brazil
1,01/01/2011,4.640902632,Chile
1,01/01/2011,10.957930519,Colombia
1,01/01/2011,2.519140212,Ecuador
1,01/01/2011,4.87787935,Peru
1,01/01/2011,0,Trinidad & Tobago
1,01/01/2011,18.815836991,Venezuela
1,01/01/2011,7.747450675,Austria
1,01/01/2011,0.044349912,Belgium
1,01/01/2011,0.66004435,Bulgaria
1,01/01/2011,1.138842377,Croatia
1,01/01/2011,0,Cyprus
1,01/01/2011,0.482893605,Czech Republic
1,01/01/2011,0.003817135,Denmark
1,01/01/2011,0.006788252,Estonia
1,01/01/2011,2.806336433,Finland
1,01/01/2011,10.135086211,France
1,01/01/2011,3.998794859,Germany
1,01/01/2011,0.907589266,Greece
1,01/01/2011,0.050233063,Hungary
1,01/01/2011,2.829985705,Iceland
1,01/01/2011,0.159905643,Ireland
1,01/01/2011,10.368602073,Italy
1,01/01/2011,0.653256098,Latvia
1,01/01/2011,0.108589401,Lithuania
1,01/01/2011,0.014255329,Luxembourg
1,01/01/2011,0.012897678,Netherlands
1,01/01/2011,0.324252161,North Macedonia
1,01/01/2011,27.218853238,Norway
1,01/01/2011,0.52767344,Poland
1,01/01/2011,2.610309092,Portugal
1,01/01/2011,3.332579083,Romania
1,01/01/2011,0.823188668,Slovakia
1,01/01/2011,0.805991764,Slovenia
1,01/01/2011,6.923111734,Spain
1,01/01/2011,15.174910621,Sweden
1,01/01/2011,7.329810299,Switzerland
1,01/01/2011,11.842910802,Turkey
1,01/01/2011,2.476806806,Ukraine
1,01/01/2011,1.28790111,United Kingdom
1,01/01/2011,0.605466805,Azerbaijan
1,01/01/2011,0.009503553,Belarus
1,01/01/2011,1.783799317,Kazakhstan
1,01/01/2011,36.895415667,Russian Federation
1,01/01/2011,0,Turkmenistan
1,01/01/2011,,USSR
1,01/01/2011,1.294587501,Uzbekistan
1,01/01/2011,2.417522741,Iran
1,01/01/2011,0.769224103,Iraq
1,01/01/2011,0.006561977,Israel
1,01/01/2011,0,Kuwait
1,01/01/2011,0,Oman
1,01/01/2011,0,Qatar
1,01/01/2011,0,Saudi Arabia
1,01/01/2011,0,United Arab Emirates
1,01/01/2011,0.085531973,Algeria
1,01/01/2011,2.939313029,Egypt
1,01/01/2011,0.453772005,Morocco
1,01/01/2011,0.693267005,South Africa
1,01/01/2011,12.583940767,Eastern Africa
1,01/01/2011,4.442684527,Australia
1,01/01/2011,0.197311852,Bangladesh
1,01/01/2011,155.687423632,China
1,01/01/2011,0,China Hong Kong SAR
1,01/01/2011,29.801465697,India
1,01/01/2011,2.81010997,Indonesia
1,01/01/2011,18.275277334,Japan
1,01/01/2011,1.81291578,Malaysia
1,01/01/2011,5.68422659,New Zealand
1,01/01/2011,6.917115446,Pakistan
1,01/01/2011,2.194309635,Philippines
1,01/01/2011,0,Singapore
1,01/01/2011,1.040337473,South Korea
1,01/01/2011,1.037220361,Sri Lanka
1,01/01/2011,0.905038353,Taiwan
1,01/01/2011,1.795474951,Thailand
1,01/01/2011,9.260080554,Vietnam
1,01/01/2012,86.044969083,Canada
1,01/01/2012,7.220592853,Mexico
1,01/01/2012,62.006160853,US
1,01/01/2012,8.344119111,Argentina
1,01/01/2012,93.981575657,Brazil
1,01/01/2012,4.562163158,Chile
1,01/01/2012,10.76655423,Colombia
1,01/01/2012,2.769091599,Ecuador
1,01/01/2012,4.985269494,Peru
1,01/01/2012,0,Trinidad & Tobago
1,01/01/2012,18.494714215,Venezuela
1,01/01/2012,9.911776415,Austria
1,01/01/2012,0.080780196,Belgium
1,01/01/2012,0.729963343,Bulgaria
1,01/01/2012,1.094492465,Croatia
1,01/01/2012,0,Cyprus
1,01/01/2012,0.504932796,Czech Republic
1,01/01/2012,0.003954157,Denmark
1,01/01/2012,0.009503553,Estonia
1,01/01/2012,3.809397775,Finland
1,01/01/2012,13.274652668,France
1,01/01/2012,4.998416075,Germany
1,01/01/2012,0.996289089,Greece
1,01/01/2012,0.048196588,Hungary
1,01/01/2012,2.791449028,Iceland
1,01/01/2012,0.181551568,Ireland
1,01/01/2012,9.475268136,Italy
1,01/01/2012,0.837217722,Latvia
1,01/01/2012,0.095555958,Lithuania
1,01/01/2012,0.022243291,Luxembourg
1,01/01/2012,0.023620401,Netherlands
1,01/01/2012,0.235552337,North Macedonia
1,01/01/2012,32.071774449,Norway
1,01/01/2012,0.460922297,Poland
1,01/01/2012,1.272118387,Portugal
1,01/01/2012,2.730234874,Romania
1,01/01/2012,0.90691044,Slovakia
1,01/01/2012,0.882246459,Slovenia
1,01/01/2012,4.648821107,Spain
1,01/01/2012,17.861926958,Sweden
1,01/01/2012,8.735142985,Switzerland
1,01/01/2012,13.093408608,Turkey
1,01/01/2012,2.371136353,Ukraine
1,01/01/2012,1.201309755,United Kingdom
1,01/01/2012,0.412046884,Azerbaijan
1,01/01/2012,0.016291804,Belarus
1,01/01/2012,1.728122799,Kazakhstan
1,01/01/2012,36.985722044,Russian Federation
1,01/01/2012,0,Turkmenistan
1,01/01/2012,,USSR
1,01/01/2012,1.437973753,Uzbekistan
1,01/01/2012,2.8288908,Iran
1,01/01/2012,0.994910848,Iraq
1,01/01/2012,0.007467077,Israel
1,01/01/2012,0,Kuwait
1,01/01/2012,0,Oman
1,01/01/2012,0,Qatar
1,01/01/2012,0,Saudi Arabia
1,01/01/2012,0,United Arab Emirates
1,01/01/2012,0.088020998,Algeria
1,01/01/2012,2.947798344,Egypt
1,01/01/2012,0.369054623,Morocco
1,01/01/2012,0.230463373,South Africa
1,01/01/2012,13.137779901,Eastern Africa
1,01/01/2012,3.865456849,Australia
1,01/01/2012,0.175815722,Bangladesh
1,01/01/2012,195.228788976,China
1,01/01/2012,0,China Hong Kong SAR
1,01/01/2012,26.197306195,India
1,01/01/2012,2.896094492,Indonesia
1,01/01/2012,17.209800033,Japan
1,01/01/2012,2.077551251,Malaysia
1,01/01/2012,5.18322562,New Zealand
1,01/01/2012,6.669796805,Pakistan
1,01/01/2012,2.319802236,Philippines
1,01/01/2012,0,Singapore
1,01/01/2012,0.90775603,South Korea
1,01/01/2012,0.747197249,Sri Lanka
1,01/01/2012,1.282879568,Taiwan
1,01/01/2012,1.907774132,Thailand
1,01/01/2012,11.946191791,Vietnam
1,01/01/2013,88.652050441,Canada
1,01/01/2013,6.340526303,Mexico
1,01/01/2013,60.313582949,US
1,01/01/2013,9.20939494,Argentina
1,01/01/2013,88.471741407,Brazil
1,01/01/2013,4.504505263,Chile
1,01/01/2013,10.038192984,Colombia
1,01/01/2013,2.497810692,Ecuador
1,01/01/2013,5.050368828,Peru
1,01/01/2013,0,Trinidad & Tobago
1,01/01/2013,18.872471376,Venezuela
1,01/01/2013,9.514080486,Austria
1,01/01/2013,0.085984523,Belgium
1,01/01/2013,0.923202245,Bulgaria
1,01/01/2013,1.950943567,Croatia
1,01/01/2013,0,Cyprus
1,01/01/2013,0.646332081,Czech Republic
1,01/01/2013,0.003036486,Denmark
1,01/01/2013,0.005883152,Estonia
1,01/01/2013,2.896412192,Finland
1,01/01/2013,16.00126714,France
1,01/01/2013,5.203873829,Germany
1,01/01/2013,1.435941531,Greece
1,01/01/2013,0.048196588,Hungary
1,01/01/2013,2.910540682,Iceland
1,01/01/2013,0.13565122,Ireland
1,01/01/2013,11.941440014,Italy
1,01/01/2013,0.658912975,Latvia
1,01/01/2013,0.117934561,Lithuania
1,01/01/2013,0.026970856,Luxembourg
1,01/01/2013,0.025865955,Netherlands
1,01/01/2013,0.358412228,North Macedonia
1,01/01/2013,28.998054034,Norway
1,01/01/2013,0.551884871,Poland
1,01/01/2013,3.106756573,Portugal
1,01/01/2013,3.3474001,Romania
1,01/01/2013,1.073448884,Slovakia
1,01/01/2013,1.047427253,Slovenia
1,01/01/2013,8.322373711,Spain
1,01/01/2013,13.884463954,Sweden
1,01/01/2013,8.703606184,Switzerland
1,01/01/2013,13.445379463,Turkey
1,01/01/2013,3.122822103,Ukraine
1,01/01/2013,1.06383421,United Kingdom
1,01/01/2013,0.336946192,Azerbaijan
1,01/01/2013,0.031225958,Belarus
1,01/01/2013,1.749278839,Kazakhstan
1,01/01/2013,40.990089152,Russian Federation
1,01/01/2013,0,Turkmenistan
1,01/01/2013,,USSR
1,01/01/2013,1.418744626,Uzbekistan
1,01/01/2013,3.309046477,Iran
1,01/01/2013,1.042838621,Iraq
1,01/01/2013,0.006267819,Israel
1,01/01/2013,0,Kuwait
1,01/01/2013,0,Oman
1,01/01/2013,0,Qatar
1,01/01/2013,0,Saudi Arabia
1,01/01/2013,0,United Arab Emirates
1,01/01/2013,0.022401231,Algeria
1,01/01/2013,2.995089831,Egypt
1,01/01/2013,0.630176042,Morocco
1,01/01/2013,0.249788616,South Africa
1,01/01/2013,13.974249355,Eastern Africa
1,01/01/2013,4.331809748,Australia
1,01/01/2013,0.16481394,Bangladesh
1,01/01/2013,205.822345432,China
1,01/01/2013,0,China Hong Kong SAR
1,01/01/2013,29.864465765,India
1,01/01/2013,3.82925284,Indonesia
1,01/01/2013,17.650262599,Japan
1,01/01/2013,2.645426981,Malaysia
1,01/01/2013,5.216142447,New Zealand
1,01/01/2013,7.048694393,Pakistan
1,01/01/2013,2.267119518,Philippines
1,01/01/2013,0,Singapore
1,01/01/2013,0.970554148,South Korea
1,01/01/2013,1.567914767,Sri Lanka
1,01/01/2013,1.227064697,Taiwan
1,01/01/2013,1.224619632,Thailand
1,01/01/2013,12.961339351,Vietnam
1,01/01/2014,86.550522421,Canada
1,01/01/2014,8.800463612,Mexico
1,01/01/2014,57.869977779,US
1,01/01/2014,9.24650405,Argentina
1,01/01/2014,84.499945801,Brazil
1,01/01/2014,5.214526316,Chile
1,01/01/2014,10.123990451,Colombia
1,01/01/2014,2.592636021,Ecuador
1,01/01/2014,5.025727474,Peru
1,01/01/2014,0,Trinidad & Tobago
1,01/01/2014,17.818421053,Venezuela
1,01/01/2014,9.279598897,Austria
1,01/01/2014,0.066072318,Belgium
1,01/01/2014,1.041996651,Bulgaria
1,01/01/2014,2.038059465,Croatia
1,01/01/2014,0,Cyprus
1,01/01/2014,0.432004344,Czech Republic
1,01/01/2014,0.003417382,Denmark
1,01/01/2014,0.006041544,Estonia
1,01/01/2014,3.026188938,Finland
1,01/01/2014,14.216862017,France
1,01/01/2014,4.432072628,Germany
1,01/01/2014,1.012807168,Greece
1,01/01/2014,0.068108793,Hungary
1,01/01/2014,2.912842227,Iceland
1,01/01/2014,0.160350726,Ireland
1,01/01/2014,13.247273386,Italy
1,01/01/2014,0.45119247,Latvia
1,01/01/2014,0.090102729,Lithuania
1,01/01/2014,0.024389736,Luxembourg
1,01/01/2014,0.025325836,Netherlands
1,01/01/2014,0.273035027,North Macedonia
1,01/01/2014,30.646467846,Norway
1,01/01/2014,0.493958456,Poland
1,01/01/2014,3.522876409,Portugal
1,01/01/2014,4.191406073,Romania
1,01/01/2014,0.977281984,Slovakia
1,01/01/2014,1.378467665,Slovenia
1,01/01/2014,8.862967824,Spain
1,01/01/2014,14.427976648,Sweden
1,01/01/2014,8.607514709,Switzerland
1,01/01/2014,9.19688193,Turkey
1,01/01/2014,1.917681133,Ukraine
1,01/01/2014,1.332273362,United Kingdom
1,01/01/2014,0.294089695,Azerbaijan
1,01/01/2014,0.027379282,Belarus
1,01/01/2014,1.869672557,Kazakhstan
1,01/01/2014,39.234850885,Russian Federation
1,01/01/2014,0,Turkmenistan
1,01/01/2014,,USSR
1,01/01/2014,1.399513116,Uzbekistan
1,01/01/2014,3.28189347,Iran
1,01/01/2014,0.641535503,Iraq
1,01/01/2014,0.002873693,Israel
1,01/01/2014,0,Kuwait
1,01/01/2014,0,Oman
1,01/01/2014,0,Qatar
1,01/01/2014,0,Saudi Arabia
1,01/01/2014,0,United Arab Emirates
1,01/01/2014,0.043671087,Algeria
1,01/01/2014,3.07439924,Egypt
1,01/01/2014,0.370502783,Morocco
1,01/01/2014,0.406177303,South Africa
1,01/01/2014,14.931549937,Eastern Africa
1,01/01/2014,3.288229171,Australia
1,01/01/2014,0.128174286,Bangladesh
1,01/01/2014,237.848276621,China
1,01/01/2014,0,China Hong Kong SAR
1,01/01/2014,31.45139442,India
1,01/01/2014,3.430782459,Indonesia
1,01/01/2014,18.095799892,Japan
1,01/01/2014,3.042693578,Malaysia
1,01/01/2014,5.505403973,New Zealand
1,01/01/2014,7.341268045,Pakistan
1,01/01/2014,2.067536996,Philippines
1,01/01/2014,0,Singapore
1,01/01/2014,0.622577499,South Korea
1,01/01/2014,1.032413568,Sri Lanka
1,01/01/2014,0.977024464,Taiwan
1,01/01/2014,1.16838779,Thailand
1,01/01/2014,13.844202792,Vietnam
1,01/01/2015,86.480802047,Canada
1,01/01/2015,6.989985192,Mexico
1,01/01/2015,55.76619638,US
1,01/01/2015,9.451712902,Argentina
1,01/01/2015,81.400825495,Brazil
1,01/01/2015,5.344957895,Chile
1,01/01/2015,10.110400137,Colombia
1,01/01/2015,2.963359282,Ecuador
1,01/01/2015,5.359791562,Peru
1,01/01/2015,0,Trinidad & Tobago
1,01/01/2015,16.607894737,Venezuela
1,01/01/2015,8.384741905,Austria
1,01/01/2015,0.071955469,Belgium
1,01/01/2015,1.280943114,Bulgaria
1,01/01/2015,1.446123908,Croatia
1,01/01/2015,0,Cyprus
1,01/01/2015,0.406118478,Czech Republic
1,01/01/2015,0.004079865,Denmark
1,01/01/2015,0.006109427,Estonia
1,01/01/2015,3.790495808,Finland
1,01/01/2015,12.319319365,France
1,01/01/2015,4.294057763,Germany
1,01/01/2015,1.379825316,Greece
1,01/01/2015,0.052948364,Hungary
1,01/01/2015,3.118244513,Iceland
1,01/01/2015,0.182488573,Ireland
1,01/01/2015,9.979929402,Italy
1,01/01/2015,0.422681812,Latvia
1,01/01/2015,0.079105761,Lithuania
1,01/01/2015,0.022458479,Luxembourg
1,01/01/2015,0.021043581,Netherlands
1,01/01/2015,0.422046658,North Macedonia
1,01/01/2015,31.068018283,Norway
1,01/01/2015,0.41453591,Poland
1,01/01/2015,1.959656577,Portugal
1,01/01/2015,3.763633072,Romania
1,01/01/2015,0.920260669,Slovakia
1,01/01/2015,0.861655428,Slovenia
1,01/01/2015,6.367380187,Spain
1,01/01/2015,17.041227316,Sweden
1,01/01/2015,8.65770206,Switzerland
1,01/01/2015,15.193428972,Turkey
1,01/01/2015,1.221206499,Ukraine
1,01/01/2015,1.424914815,United Kingdom
1,01/01/2015,0.370525411,Azerbaijan
1,01/01/2015,0.025116532,Belarus
1,01/01/2015,2.097386614,Kazakhstan
1,01/01/2015,38.012680228,Russian Federation
1,01/01/2015,0,Turkmenistan
1,01/01/2015,,USSR
1,01/01/2015,1.362287885,Uzbekistan
1,01/01/2015,2.998597095,Iran
1,01/01/2015,0.576127302,Iraq
1,01/01/2015,0.005543739,Israel
1,01/01/2015,0,Kuwait
1,01/01/2015,0,Oman
1,01/01/2015,0,Qatar
1,01/01/2015,0,Saudi Arabia
1,01/01/2015,0,United Arab Emirates
1,01/01/2015,0.032809884,Algeria
1,01/01/2015,3.096234783,Egypt
1,01/01/2015,0.426528488,Morocco
1,01/01/2015,0.181246323,South Africa
1,01/01/2015,14.768239579,Eastern Africa
1,01/01/2015,3.156310811,Australia
1,01/01/2015,0.203228143,Bangladesh
1,01/01/2015,252.187041227,China
1,01/01/2015,0,China Hong Kong SAR
1,01/01/2015,30.158513992,India
1,01/01/2015,3.109245599,Indonesia
1,01/01/2015,18.970927232,Japan
1,01/01/2015,3.49796805,Malaysia
1,01/01/2015,5.552572478,New Zealand
1,01/01/2015,7.443996923,Pakistan
1,01/01/2015,1.960691044,Philippines
1,01/01/2015,0,Singapore
1,01/01/2015,0.485522843,South Korea
1,01/01/2015,1.353099968,Sri Lanka
1,01/01/2015,1.011482582,Taiwan
1,01/01/2015,0.850960085,Thailand
1,01/01/2015,12.900452217,Vietnam
1,01/01/2016,87.606754288,Canada
1,01/01/2016,6.946045403,Mexico
1,01/01/2016,59.683138577,US
1,01/01/2016,8.656015131,Argentina
1,01/01/2016,86.190646328,Brazil
1,01/01/2016,4.455520425,Chile
1,01/01/2016,10.58694088,Colombia
1,01/01/2016,3.582803551,Ecuador
1,01/01/2016,5.391264878,Peru
1,01/01/2016,0,Trinidad & Tobago
1,01/01/2016,13.960952632,Venezuela
1,01/01/2016,9.015865535,Austria
1,01/01/2016,0.083721772,Belgium
1,01/01/2016,0.891976286,Bulgaria
1,01/01/2016,1.550662986,Croatia
1,01/01/2016,0,Cyprus
1,01/01/2016,0.452663257,Czech Republic
1,01/01/2016,0.004360823,Denmark
1,01/01/2016,0.007919627,Estonia
1,01/01/2016,3.573363174,Finland
1,01/01/2016,13.586233425,France
1,01/01/2016,4.649125212,Germany
1,01/01/2016,1.254242657,Greece
1,01/01/2016,0.058605241,Hungary
1,01/01/2016,3.047833664,Iceland
1,01/01/2016,0.154098973,Ireland
1,01/01/2016,9.188306105,Italy
1,01/01/2016,0.572249627,Latvia
1,01/01/2016,0.10270625,Lithuania
1,01/01/2016,0.026114631,Luxembourg
1,01/01/2016,0.022645382,Netherlands
1,01/01/2016,0.429321854,North Macedonia
1,01/01/2016,32.22564149,Norway
1,01/01/2016,0.484002353,Poland
1,01/01/2016,3.557722768,Portugal
1,01/01/2016,4.079286781,Romania
1,01/01/2016,0.964158031,Slovakia
1,01/01/2016,1.018916595,Slovenia
1,01/01/2016,8.233079923,Spain
1,01/01/2016,14.033126669,Sweden
1,01/01/2016,7.835436777,Switzerland
1,01/01/2016,15.21267213,Turkey
1,01/01/2016,1.735755985,Ukraine
1,01/01/2016,1.270914422,United Kingdom
1,01/01/2016,0.443340725,Azerbaijan
1,01/01/2016,0.032131059,Belarus
1,01/01/2016,2.629489048,Kazakhstan
1,01/01/2016,41.805338281,Russian Federation
1,01/01/2016,0,Turkmenistan
1,01/01/2016,,USSR
1,01/01/2016,1.24451283,Uzbekistan
1,01/01/2016,3.489613975,Iran
1,01/01/2016,0.762826175,Iraq
1,01/01/2016,0.005558927,Israel
1,01/01/2016,0,Kuwait
1,01/01/2016,0,Oman
1,01/01/2016,0,Qatar
1,01/01/2016,0,Saudi Arabia
1,01/01/2016,0,United Arab Emirates
1,01/01/2016,0.016291804,Algeria
1,01/01/2016,3.055278997,Egypt
1,01/01/2016,0.284133593,Morocco
1,01/01/2016,0.158392542,South Africa
1,01/01/2016,13.980427201,Eastern Africa
1,01/01/2016,4.001440693,Australia
1,01/01/2016,0.200170293,Bangladesh
1,01/01/2016,260.956125266,China
1,01/01/2016,0,China Hong Kong SAR
1,01/01/2016,29.049557384,India
1,01/01/2016,4.226139295,Indonesia
1,01/01/2016,18.093226808,Japan
1,01/01/2016,4.589704485,Malaysia
1,01/01/2016,5.866053624,New Zealand
1,01/01/2016,7.826175499,Pakistan
1,01/01/2016,1.835297778,Philippines
1,01/01/2016,0,Singapore
1,01/01/2016,0.644041046,South Korea
1,01/01/2016,0.957491967,Sri Lanka
1,01/01/2016,1.484826189,Taiwan
1,01/01/2016,0.801710187,Thailand
1,01/01/2016,14.468295915,Vietnam
1,01/01/2017,89.71859245,Canada
1,01/01/2017,7.206330233,Mexico
1,01/01/2017,67.159948126,US
1,01/01/2017,9.400139969,Argentina
1,01/01/2017,83.926880657,Brazil
1,01/01/2017,4.825481035,Chile
1,01/01/2017,12.975041861,Colombia
1,01/01/2017,4.545551432,Ecuador
1,01/01/2017,6.578837285,Peru
1,01/01/2017,0,Trinidad & Tobago
1,01/01/2017,17.985581107,Venezuela
1,01/01/2017,8.682135358,Austria
1,01/01/2017,0.061116894,Belgium
1,01/01/2017,0.639929176,Bulgaria
1,01/01/2017,1.200932253,Croatia
1,01/01/2017,0,Cyprus
1,01/01/2017,0.423021225,Czech Republic
1,01/01/2017,0.004044038,Denmark
1,01/01/2017,0.005883152,Estonia
1,01/01/2017,3.339317052,Finland
1,01/01/2017,11.137624376,France
1,01/01/2017,4.559442458,Germany
1,01/01/2017,0.89662556,Greece
1,01/01/2017,0.049780513,Hungary
1,01/01/2017,3.181138217,Iceland
1,01/01/2017,0.15649251,Ireland
1,01/01/2017,7.777693805,Italy
1,01/01/2017,0.991225053,Latvia
1,01/01/2017,0.136308096,Lithuania
1,01/01/2017,0.019380233,Luxembourg
1,01/01/2017,0.013747794,Netherlands
1,01/01/2017,0.251228447,North Macedonia
1,01/01/2017,32.120876137,Norway
1,01/01/2017,0.579264154,Poland
1,01/01/2017,1.334344029,Portugal
1,01/01/2017,3.279630719,Romania
1,01/01/2017,0.978413359,Slovakia
1,01/01/2017,0.875309997,Slovenia
1,01/01/2017,4.249898176,Spain
1,01/01/2017,14.699732995,Sweden
1,01/01/2017,7.714930451,Switzerland
1,01/01/2017,13.173394578,Turkey
1,01/01/2017,1.971418814,Ukraine
1,01/01/2017,1.341386686,United Kingdom
1,01/01/2017,0.395166765,Azerbaijan
1,01/01/2017,0.091641399,Belarus
1,01/01/2017,2.529884396,Kazakhstan
1,01/01/2017,41.932780468,Russian Federation
1,01/01/2017,0,Turkmenistan
1,01/01/2017,,USSR
1,01/01/2017,1.732529552,Uzbekistan
1,01/01/2017,3.899171833,Iran
1,01/01/2017,0.49237453,Iraq
1,01/01/2017,0.005543739,Israel
1,01/01/2017,0,Kuwait
1,01/01/2017,0,Oman
1,01/01/2017,0,Qatar
1,01/01/2017,0,Saudi Arabia
1,01/01/2017,0,United Arab Emirates
1,01/01/2017,0.012671403,Algeria
1,01/01/2017,3.033760239,Egypt
1,01/01/2017,0.268070779,Morocco
1,01/01/2017,0.19710439,South Africa
1,01/01/2017,14.34945359,Eastern Africa
1,01/01/2017,3.062525908,Australia
1,01/01/2017,0.23295653,Bangladesh
1,01/01/2017,263.626284111,China
1,01/01/2017,0,China Hong Kong SAR
1,01/01/2017,30.698357747,India
1,01/01/2017,4.215956917,Indonesia
1,01/01/2017,17.930940852,Japan
1,01/01/2017,5.225155486,Malaysia
1,01/01/2017,5.698867528,New Zealand
1,01/01/2017,6.896637553,Pakistan
1,01/01/2017,2.173421053,Philippines
1,01/01/2017,0,Singapore
1,01/01/2017,0.635526768,South Korea
1,01/01/2017,0.9084829,Sri Lanka
1,01/01/2017,1.232474997,Taiwan
1,01/01/2017,1.060593293,Thailand
1,01/01/2017,16.038083554,Vietnam
1,01/01/2018,87.62521524,Canada
1,01/01/2018,7.330206495,Mexico
1,01/01/2018,65.327044487,US
1,01/01/2018,9.424232835,Argentina
1,01/01/2018,87.72385535,Brazil
1,01/01/2018,5.236996807,Chile
1,01/01/2018,12.817806505,Colombia
1,01/01/2018,4.683015959,Ecuador
1,01/01/2018,6.962186737,Peru
1,01/01/2018,0,Trinidad & Tobago
1,01/01/2018,16.310800092,Venezuela
1,01/01/2018,8.491608108,Austria
1,01/01/2018,0.064445495,Belgium
1,01/01/2018,1.159791959,Bulgaria
1,01/01/2018,1.699902749,Croatia
1,01/01/2018,0,Cyprus
1,01/01/2018,0.368194778,Czech Republic
1,01/01/2018,0.003723308,Denmark
1,01/01/2018,0.003533774,Estonia
1,01/01/2018,3.004429963,Finland
1,01/01/2018,14.532158618,France
1,01/01/2018,3.824048513,Germany
1,01/01/2018,1.294334007,Greece
1,01/01/2018,0.050006788,Hungary
1,01/01/2018,3.125083819,Iceland
1,01/01/2018,0.1570548,Ireland
1,01/01/2018,10.375176982,Italy
1,01/01/2018,0.550604682,Latvia
1,01/01/2018,0.101823777,Lithuania
1,01/01/2018,0.021395985,Luxembourg
1,01/01/2018,0.016370548,Netherlands
1,01/01/2018,0.405341902,North Macedonia
1,01/01/2018,31.338239924,Norway
1,01/01/2018,0.445988143,Poland
1,01/01/2018,2.79359189,Portugal
1,01/01/2018,3.974286226,Romania
1,01/01/2018,0.81255374,Slovakia
1,01/01/2018,1.066318479,Slovenia
1,01/01/2018,7.964487767,Spain
1,01/01/2018,14.010244753,Sweden
1,01/01/2018,7.875263648,Switzerland
1,01/01/2018,13.467502545,Turkey
1,01/01/2018,2.240289356,Ukraine
1,01/01/2018,1.236516389,United Kingdom
1,01/01/2018,0.400042992,Azerbaijan
1,01/01/2018,0.103467636,Belarus
1,01/01/2018,2.337310902,Kazakhstan
1,01/01/2018,43.040482871,Russian Federation
1,01/01/2018,0,Turkmenistan
1,01/01/2018,,USSR
1,01/01/2018,1.554102819,Uzbekistan
1,01/01/2018,2.436982396,Iran
1,01/01/2018,0.703140426,Iraq
1,01/01/2018,0.005543739,Israel
1,01/01/2018,0,Kuwait
1,01/01/2018,0,Oman
1,01/01/2018,0,Qatar
1,01/01/2018,0,Saudi Arabia
1,01/01/2018,0,United Arab Emirates
1,01/01/2018,0.026474182,Algeria
1,01/01/2018,3.050952618,Egypt
1,01/01/2018,0.383174187,Morocco
1,01/01/2018,0.2070111,South Africa
1,01/01/2018,15.17299379,Eastern Africa
1,01/01/2018,3.907297371,Australia
1,01/01/2018,0.200396569,Bangladesh
1,01/01/2018,272.079920351,China
1,01/01/2018,0,China Hong Kong SAR
1,01/01/2018,31.603347112,India
1,01/01/2018,3.713445264,Indonesia
1,01/01/2018,18.327601032,Japan
1,01/01/2018,5.470538244,Malaysia
1,01/01/2018,5.955644956,New Zealand
1,01/01/2018,8.145224979,Pakistan
1,01/01/2018,2.123310404,Philippines
1,01/01/2018,0,Singapore
1,01/01/2018,0.660811594,South Korea
1,01/01/2018,1.441229615,Sri Lanka
1,01/01/2018,1.010567045,Taiwan
1,01/01/2018,1.719014572,Thailand
1,01/01/2018,18.261812542,Vietnam
